"","strain","accession","date","year","country","state","CO","division","zone","trap","lineage","sublineage","host"
"881","KM012174/2012/USA/AZ/Unknown/WN02/unknown/Human","KM012174",2012-08-01,2012,"USA","AZ","Not CO","AZ/Unknown","AZ/Unknown","AZ/Unknown","WN02","unknown","Human"
"882","KM012175/2012/USA/CA/Unknown/WN02/unknown/Human","KM012175",2012-08-01,2012,"USA","CA","Not CO","CA/Unknown","CA/Unknown","CA/Unknown","WN02","unknown","Human"
"883","KM012176/2012/USA/NC/Unknown/WN02/unknown/Human","KM012176",2012-08-01,2012,"USA","NC","Not CO","NC/Unknown","NC/Unknown","NC/Unknown","WN02","unknown","Human"
"884","KM012177/2012/USA/WY/Unknown/WN02/unknown/Human","KM012177",2012-08-01,2012,"USA","WY","Not CO","WY/Unknown","WY/Unknown","WY/Unknown","WN02","unknown","Human"
"885","KM012178/2012/USA/TX/Unknown/WN02/unknown/Human","KM012178",2012-08-01,2012,"USA","TX","Not CO","TX/Unknown","TX/Unknown","TX/Unknown","WN02","unknown","Human"
"886","KM012179/2012/USA/SD/Unknown/WN02/unknown/Human","KM012179",2012-08-01,2012,"USA","SD","Not CO","SD/Unknown","SD/Unknown","SD/Unknown","WN02","unknown","Human"
"887","KM012180/2012/USA/GA/Unknown/WN02/unknown/Human","KM012180",2012-08-01,2012,"USA","GA","Not CO","GA","GA","GA","WN02","unknown","Human"
"888","KM012181/2012/USA/LA/Unknown/WN02/unknown/Human","KM012181",2012-08-01,2012,"USA","LA","Not CO","LA","LA","LA","WN02","unknown","Human"
"889","KM012182/2012/USA/NM/Unknown/WN02/unknown/Human","KM012182",2012-08-01,2012,"USA","NM","Not CO","NM/Unknown","NM/Unknown","NM/Unknown","WN02","unknown","Human"
"890","KM012183/2012/USA/TX/Unknown/WN02/unknown/Human","KM012183",2012-08-01,2012,"USA","TX","Not CO","TX/Unknown","TX/Unknown","TX/Unknown","WN02","unknown","Human"
"891","KM012184/2012/USA/OH/Unknown/WN02/unknown/Human","KM012184",2012-08-01,2012,"USA","OH","Not CO","OH","OH","OH","WN02","unknown","Human"
"892","KM012185/2012/USA/NE/Unknown/WN02/unknown/Human","KM012185",2012-08-01,2012,"USA","NE","Not CO","NE/Unknown","NE/Unknown","NE/Unknown","WN02","unknown","Human"
"893","KM012186/2012/USA/OH/Unknown/WN02/unknown/Human","KM012186",2012-08-01,2012,"USA","OH","Not CO","OH","OH","OH","WN02","unknown","Human"
"894","KM012187/2012/USA/NE/Unknown/WN02/unknown/Human","KM012187",2012-08-01,2012,"USA","NE","Not CO","NE/Unknown","NE/Unknown","NE/Unknown","WN02","unknown","Human"
"895","KM012188/2012/USA/IL/Unknown/WN02/unknown/Human","KM012188",2012-08-01,2012,"USA","IL","Not CO","IL/Unknown","IL/Unknown","IL/Unknown","WN02","unknown","Human"
"896","KR348915/2011/USA/CA/Contra_Costa/WN02/unknown/Mosquito-Culex","KR348915",2011-08-29,2011,"USA","CA","Not CO","CA/Contra_Costa","CA/Contra_Costa","CA/Contra_Costa","WN02","unknown","Mosquito-Culex"
"897","KR348916/2008/USA/CA/Contra_Costa/WN02/unknown/Mosquito-Culex","KR348916",2008-08-18,2008,"USA","CA","Not CO","CA/Contra_Costa","CA/Contra_Costa","CA/Contra_Costa","WN02","unknown","Mosquito-Culex"
"898","KR348917/2008/USA/CA/Contra_Costa/WN02/unknown/Mosquito-Culex","KR348917",2008-08-18,2008,"USA","CA","Not CO","CA/Contra_Costa","CA/Contra_Costa","CA/Contra_Costa","WN02","unknown","Mosquito-Culex"
"899","KR348918/2011/USA/CA/Contra_Costa/WN02/unknown/Mosquito-Culex","KR348918",2011-03-10,2011,"USA","CA","Not CO","CA/Contra_Costa","CA/Contra_Costa","CA/Contra_Costa","WN02","unknown","Mosquito-Culex"
"900","KR348919/2009/USA/CA/Contra_Costa/SW03/unknown/Mosquito-Culex","KR348919",2009-07-29,2009,"USA","CA","Not CO","CA/Contra_Costa","CA/Contra_Costa","CA/Contra_Costa","SW03","unknown","Mosquito-Culex"
"901","KR348920/2009/USA/CA/Contra_Costa/WN02/unknown/Mosquito-Culex","KR348920",2009-03-08,2009,"USA","CA","Not CO","CA/Contra_Costa","CA/Contra_Costa","CA/Contra_Costa","WN02","unknown","Mosquito-Culex"
"902","KR348921/2009/USA/CA/Contra_Costa/SW03/unknown/Mosquito-Culex","KR348921",2009-03-08,2009,"USA","CA","Not CO","CA/Contra_Costa","CA/Contra_Costa","CA/Contra_Costa","SW03","unknown","Mosquito-Culex"
"903","KR348922/2009/USA/CA/Contra_Costa/SW03/unknown/Mosquito-Culex","KR348922",2009-08-18,2009,"USA","CA","Not CO","CA/Contra_Costa","CA/Contra_Costa","CA/Contra_Costa","SW03","unknown","Mosquito-Culex"
"904","KR348923/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex","KR348923",2003-08-19,2003,"USA","CA","Not CO","CA/Imperial","CA/Imperial","CA/Imperial","WN02","unknown","Mosquito-Culex"
"905","KR348924/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex","KR348924",2003-08-19,2003,"USA","CA","Not CO","CA/Imperial","CA/Imperial","CA/Imperial","WN02","unknown","Mosquito-Culex"
"906","KR348925/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex","KR348925",2003-08-19,2003,"USA","CA","Not CO","CA/Imperial","CA/Imperial","CA/Imperial","WN02","unknown","Mosquito-Culex"
"907","KR348926/2008/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348926",2008-12-06,2008,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"908","KR348927/2003/USA/CA/Imperial/WN02/unknown/Mosquito-Culex","KR348927",2003-09-16,2003,"USA","CA","Not CO","CA/Imperial","CA/Imperial","CA/Imperial","WN02","unknown","Mosquito-Culex"
"909","KR348928/2007/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348928",2007-10-07,2007,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"910","KR348929/2008/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348929",2008-10-07,2008,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"911","KR348930/2009/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348930",2009-01-09,2009,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"912","KR348931/2009/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348931",2009-01-09,2009,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"913","KR348932/2007/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348932",2007-09-18,2007,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"914","KR348933/2008/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348933",2008-03-09,2008,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"915","KR348934/2007/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348934",2007-09-18,2007,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"916","KR348935/2005/USA/CA/Riverside/WN02/unknown/Mosquito-Culex","KR348935",2005-05-29,2005,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","WN02","unknown","Mosquito-Culex"
"917","KR348936/2008/USA/CA/Riverside/WN02/unknown/Mosquito-Culex","KR348936",2008-09-25,2008,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","WN02","unknown","Mosquito-Culex"
"918","KR348937/2010/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348937",2010-08-06,2010,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"919","KR348938/2011/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348938",2011-02-15,2011,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"920","KR348939/2005/USA/CA/Riverside/WN02/unknown/Mosquito-Culex","KR348939",2005-06-19,2005,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","WN02","unknown","Mosquito-Culex"
"921","KR348940/2010/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348940",2010-08-06,2010,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"922","KR348941/2011/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348941",2011-08-30,2011,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"923","KR348942/2011/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348942",2011-08-30,2011,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"924","KR348943/2004/USA/CA/Riverside/WN02/unknown/Mosquito-Culex","KR348943",2004-04-14,2004,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","WN02","unknown","Mosquito-Culex"
"925","KR348944/2010/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348944",2010-09-14,2010,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"926","KR348945/2004/USA/CA/Riverside/WN02/unknown/Mosquito-Culex","KR348945",2004-04-28,2004,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","WN02","unknown","Mosquito-Culex"
"927","KR348946/2008/USA/CA/Los_Angeles/SW03/unknown/Mosquito-Culex","KR348946",2008-07-24,2008,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","SW03","unknown","Mosquito-Culex"
"928","KR348947/2007/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348947",2007-09-18,2007,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"929","KR348948/2004/USA/CA/Riverside/SW03/unknown/Mosquito-Culex","KR348948",2004-08-16,2004,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","SW03","unknown","Mosquito-Culex"
"930","KR348949/2004/USA/CA/Riverside/WN02/unknown/Mosquito-Culex","KR348949",2004-08-24,2004,"USA","CA","Not CO","CA/Riverside","CA/Riverside","CA/Riverside","WN02","unknown","Mosquito-Culex"
"931","KR348950/2008/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348950",2008-05-22,2008,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"932","KR348951/2004/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348951",2004-05-17,2004,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"933","KR348952/2007/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348952",2007-10-18,2007,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"934","KR348953/2008/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348953",2008-09-25,2008,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"935","KR348954/2010/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348954",2010-11-08,2010,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"936","KR348955/2007/USA/CA/Los_Angeles/SW03/unknown/Mosquito-Culex","KR348955",2007-05-12,2007,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","SW03","unknown","Mosquito-Culex"
"937","KR348956/2010/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348956",2010-12-08,2010,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"938","KR348957/2010/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348957",2010-12-08,2010,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"939","KR348958/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348958",2011-02-09,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"940","KR348959/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348959",2011-02-09,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"941","KR348960/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348960",2011-02-09,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"942","KR348961/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348961",2011-02-09,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"943","KR348962/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348962",2011-02-09,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"944","KR348963/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348963",2011-02-09,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"945","KR348964/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348964",2011-10-25,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"946","KR348965/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348965",2011-10-26,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"947","KR348966/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348966",2011-10-28,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"948","KR348967/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348967",2011-11-17,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"949","KR348968/2008/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348968",2008-07-22,2008,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"950","KR348969/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348969",2011-06-24,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"951","KR348970/2008/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348970",2008-07-22,2008,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"952","KR348971/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348971",2011-06-30,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"953","KR348972/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348972",2011-06-07,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"954","KR348973/2011/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348973",2011-06-07,2011,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"955","KR348974/2004/USA/CA/Los_Angeles/WN02/unknown/Mosquito-Culex","KR348974",2004-03-08,2004,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","WN02","unknown","Mosquito-Culex"
"956","KR348975/2004/USA/CA/Los_Angeles/SW03/unknown/Mosquito-Culex","KR348975",2004-03-08,2004,"USA","CA","Not CO","CA/Los_Angeles","CA/Los_Angeles","CA/Los_Angeles","SW03","unknown","Mosquito-Culex"
"957","KR348976/2011/USA/CA/Inyo/SW03/unknown/Mosquito-Culex","KR348976",2011-07-18,2011,"USA","CA","Not CO","CA/Inyo","CA/Inyo","CA/Inyo","SW03","unknown","Mosquito-Culex"
"958","KR348977/2011/USA/CA/Inyo/SW03/unknown/Mosquito-Culex","KR348977",2011-08-15,2011,"USA","CA","Not CO","CA/Inyo","CA/Inyo","CA/Inyo","SW03","unknown","Mosquito-Culex"
"959","KR348978/2008/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348978",2008-06-27,2008,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"960","KR348979/2004/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348979",2004-07-13,2004,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"961","KR348980/2011/USA/CA/Kern/WN02/unknown/Mosquito-Culex","KR348980",2011-01-09,2011,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","WN02","unknown","Mosquito-Culex"
"962","KR348981/2011/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348981",2011-01-09,2011,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"963","KR348982/2011/USA/CA/Kern/WN02/unknown/Mosquito-Culex","KR348982",2011-01-09,2011,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","WN02","unknown","Mosquito-Culex"
"964","KR348983/2011/USA/CA/Kern/WN02/unknown/Mosquito-Culex","KR348983",2011-01-09,2011,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","WN02","unknown","Mosquito-Culex"
"965","KR348984/2011/USA/CA/Kern/WN02/unknown/Mosquito-Culex","KR348984",2011-01-09,2011,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","WN02","unknown","Mosquito-Culex"
"966","KR348985/2007/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348985",2007-08-14,2007,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"967","KR348986/2007/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348986",2007-08-14,2007,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"968","KR348987/2008/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348987",2008-10-09,2008,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"969","KR348988/2008/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348988",2008-12-09,2008,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"970","KR348989/2007/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348989",2007-11-09,2007,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"971","KR348990/2007/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348990",2007-09-13,2007,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"972","KR348991/2007/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348991",2007-09-14,2007,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"973","KR348992/2006/USA/CA/Kern/SW03/unknown/Mosquito-Culex","KR348992",2006-09-22,2006,"USA","CA","Not CO","CA/Kern","CA/Kern","CA/Kern","SW03","unknown","Mosquito-Culex"
"974","KR348993/2011/USA/CA/San_Bernardino/SW03/unknown/Mosquito-Culex","KR348993",2011-07-21,2011,"USA","CA","Not CO","CA/San_Bernardino","CA/San_Bernardino","CA/San_Bernardino","SW03","unknown","Mosquito-Culex"
"975","KR348994/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348994",2005-08-24,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"976","KR348995/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348995",2005-08-23,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"977","KR348996/2004/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348996",2004-08-10,2004,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"978","KR348997/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348997",2005-06-29,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"979","KR348998/2008/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348998",2008-06-27,2008,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"980","KR348999/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR348999",2005-07-18,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"981","KR349000/2008/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349000",2008-07-25,2008,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"982","KR349001/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349001",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"983","KR349002/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349002",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"984","KR349003/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349003",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"985","KR349004/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349004",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"986","KR349005/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349005",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"987","KR349006/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349006",2011-01-09,2011,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"988","KR349007/2005/USA/CA/Solano/WN02/unknown/Mosquito-Culex","KR349007",2005-07-15,2005,"USA","CA","Not CO","CA/Solano","CA/Solano","CA/Solano","WN02","unknown","Mosquito-Culex"
"989","KR349008/2005/USA/CA/Yolo/WN02/unknown/Mosquito-Culex","KR349008",2005-07-15,2005,"USA","CA","Not CO","CA/Yolo","CA/Yolo","CA/Yolo","WN02","unknown","Mosquito-Culex"
"990","KR349009/2005/USA/CA/Solano/WN02/unknown/Mosquito-Culex","KR349009",2005-07-15,2005,"USA","CA","Not CO","CA/Solano","CA/Solano","CA/Solano","WN02","unknown","Mosquito-Culex"
"991","KR349010/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349010",2005-07-26,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"992","KR349011/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349011",2005-07-28,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"993","KR349012/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349012",2005-07-28,2005,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"994","KR349013/2007/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex","KR349013",2007-09-25,2007,"USA","CA","Not CO","CA/Sacramento","CA/Sacramento","CA/Sacramento","WN02","unknown","Mosquito-Culex"
"995","KR349014/2008/USA/CA/Yolo/SW03/unknown/Mosquito-Culex","KR349014",2008-08-26,2008,"USA","CA","Not CO","CA/Yolo","CA/Yolo","CA/Yolo","SW03","unknown","Mosquito-Culex"
